"feature_id","C01","C02","C03","C04","C05","C06","T01","T02","T03","T04","T05","T06","M01","M02","M03","M04","M05","M06","S01","S02","S03","S04","S05","S06"
"ASV001",0.00826725594696477,0.0106256206554121,0.0104582067872706,0.0128785241907414,0.0105886185925282,0.00916771526154952,0.00168844975298605,0.00171404929369348,0.00239492276374087,0.00192550694987665,0.00132994443787682,0.00173326035395001,0.00189506099727585,0.00185533170000714,0.00143767196291798,0.00163622801318607,0.00207503518019415,0.00200621927976728,0.00160020482621776,0.00163868988844303,0.0013159914899217,0.00142427951485479,0.00141293574305658,0.00167153315560069
"ASV002",0.00340569348758612,0.00454319761668322,0.00324838241119768,0.00342713325657983,0.00537576020851434,0.00498189568834904,0.0262960415233569,0.0170813877888764,0.0224524009100707,0.021541609001745,0.0224908381605391,0.0198260658030773,0.00386118678194954,0.00380580861539925,0.00404035396475225,0.00368151302966866,0.00336298805065948,0.00336041729361019,0.00317907358808594,0.00254207021155907,0.00276358212883557,0.00249248915099588,0.00253063118159388,0.00330074901612289
"ASV003",0.0106330430261276,0.00908639523336643,0.00805493199524627,0.0083268628343463,0.00985556038227628,0.00852571839449424,0.0111625289225189,0.0104911637803653,0.0101484852113519,0.0108008905469643,0.00892540489419553,0.0105516025056255,0.0623711950728414,0.0517589971694298,0.0506655429690405,0.0545489544984239,0.0601760202256303,0.0503310261811616,0.0139751221489684,0.0135086871572932,0.0133573136227052,0.0165349949927673,0.0139184714987663,0.0126951885235496
"ASV004",0.00226179643832055,0.00176266137040715,0.00161098639904925,0.00184743902112506,0.00241637706342311,0.0020030302252125,0.00328309674191733,0.00251196879248183,0.00224524009100707,0.0022564534568867,0.00203924813807779,0.00218938149972633,0.00300840933317541,0.00268785233462572,0.0036685422502045,0.00384994826632017,0.00298137238533642,0.00381181663155783,0.0142524909855128,0.0109456081010105,0.0111859276643344,0.0117280516301324,0.0123579156034501,0.0133511065972663
"ASV005",0.0130248277655011,0.01266137040715,0.0148422025617325,0.0153150017403411,0.0154213727193745,0.011658663105724,0.0201050590957414,0.0170813877888764,0.0135313136151359,0.0156447439677478,0.0187965480553257,0.017302195463115,0.0116783133957124,0.0135106205846673,0.0135091589619017,0.0156163526552612,0.0133088463281418,0.0128147256495135,0.0154259745247392,0.0103783692934726,0.0142565744741517,0.0123511739178814,0.0155844703599823,0.0115103042613516
"ASV006",0.00184583387495125,0.00139026812313803,0.00229763633962762,0.00224905619963051,0.00195482189400521,0.00210574972394135,0.0021261959852417,0.00242331107039423,0.00209555741827326,0.00240688368734581,0.00192103085471096,0.00249346226357721,0.00151604879782068,0.00199804952308461,0.00198299581092135,0.00146779277653457,0.00150261168220955,0.00218176346674692,0.00151486056881948,0.00161768104371941,0.00146952383041256,0.00169133192389006,0.00166599886121597,0.00126951885235496
"ASV007",0.0447159755621994,0.0457795431976167,0.045556582596065,0.0368684569868002,0.0477302345786273,0.0455047379368789,0.00934900881745982,0.00667888173059874,0.00775356244761106,0.00770202779950659,0.0075363518146353,0.00769324332542723,0.00708279047731849,0.00799219809233843,0.00637037404258483,0.00599148198946077,0.00629665847783051,0.00629451299026984,0.00471527022125499,0.0046219458391983,0.00631675915162415,0.0065872927562034,0.00544085704042683,0.00632643561423554
"ASV008",0.00298973092421682,0.00337636544190665,0.00324838241119768,0.00243647754959972,0.00328518679409209,0.00315862458591202,0.0124132324432493,0.0132100005910515,0.0134115674769489,0.0160659486130333,0.0158706702919967,0.0136532262969045,0.00194243752220775,0.00268785233462572,0.00314800584983764,0.00255059072643711,0.00245665084551721,0.00248269635871201,0.00238963920715185,0.00195382255929746,0.00232491829886167,0.00186936686324691,0.00212994791117485,0.00241208581947442
"ASV009",0.00441960223579878,0.00382323733862959,0.00338043047669352,0.0042035931350237,0.00453410078192876,0.00313294471122981,0.00509661684697642,0.00440333353035049,0.00434079750928033,0.00394127203802876,0.00398983331363045,0.00495651645076932,0.0226933554423783,0.020170785661616,0.0216146543390427,0.0242065497244881,0.0191761871824838,0.021767479185475,0.00514199150824639,0.00560936154120885,0.00482530212971289,0.00569711805941916,0.00480819924502836,0.00461258516355635
"ASV010",0.00616144546990771,0.00439424031777557,0.00599498217351116,0.00605103215614876,0.00469700260642919,0.00631724917182404,0.00565943343130511,0.00591051480583959,0.00622679918572626,0.00652867200192551,0.00682704811443433,0.00614243142978775,0.00938055193651546,0.00803977070003092,0.00830379495823315,0.0089751918958589,0.00791852505545353,0.00867689838499348,0.0318334080095586,0.0343284522784092,0.0343912442699537,0.0278847223767664,0.0290811699951496,0.0345309127840548
"ASV011",0.0111789938905499,0.00702581926514399,0.00739469166776707,0.0096655867626978,0.00727628149435274,0.00965563288051154,0.0102245012819711,0.0100183225958981,0.0112561369895821,0.0111619231000662,0.00939827402766284,0.0102779298181597,0.00857515101267322,0.00925287219618943,0.010212428426245,0.00938424889915542,0.00973119946573807,0.00877720934898184,0.00851308967547846,0.00903380323116032,0.00851007830149365,0.0076555023923445,0.0102068790990953,0.0101138335237612
